facility_id,facility_name,city,facility_type,total_beds
F00979,Healthcare Facility 979,Indore,Diagnostic Center,493
F00980,Healthcare Facility 980,Indore,Specialty Center,492
F00981,Healthcare Facility 981,Agra,Clinic,72
F00982,Healthcare Facility 982,Bhopal,Diagnostic Center,419
F00983,Healthcare Facility 983,Jhansi,Specialty Center,196
F00984,Healthcare Facility 984,Jhansi,Hospital,491
F00985,Healthcare Facility 985,Bhopal,Clinic,152
F00986,Healthcare Facility 986,Bhopal,Hospital,381
F00987,Healthcare Facility 987,Indore,Hospital,96
F00988,Healthcare Facility 988,Jaipur,Diagnostic Center,369
F00989,Healthcare Facility 989,Delhi,Diagnostic Center,79
F00990,Healthcare Facility 990,Gwalior,Specialty Center,474
F00991,Healthcare Facility 991,Jhansi,Hospital,386
F00992,Healthcare Facility 992,Agra,Diagnostic Center,484
F00993,Healthcare Facility 993,Gwalior,Diagnostic Center,330
F00994,Healthcare Facility 994,Jhansi,Hospital,110
F00995,Healthcare Facility 995,Delhi,Specialty Center,438
F00996,Healthcare Facility 996,Indore,Hospital,472
F00997,Healthcare Facility 997,Gwalior,Specialty Center,317
F00998,Healthcare Facility 998,Indore,Specialty Center,344
F00999,Healthcare Facility 999,Gwalior,Diagnostic Center,299
F01000,Healthcare Facility 1000,Jaipur,Hospital,218
F01001,Healthcare Facility 1001,Jhansi,Hospital,474
F01002,Healthcare Facility 1002,Bhopal,Diagnostic Center,137
F01003,Healthcare Facility 1003,Jaipur,Clinic,202
F01004,Healthcare Facility 1004,Jaipur,Clinic,417
F01005,Healthcare Facility 1005,Indore,Hospital,74
F01006,Healthcare Facility 1006,Gwalior,Diagnostic Center,290
F01007,Healthcare Facility 1007,Gwalior,Specialty Center,24
F01008,Healthcare Facility 1008,Jaipur,Specialty Center,120
F01009,Healthcare Facility 1009,Gwalior,Hospital,407
F01010,Healthcare Facility 1010,Jaipur,Diagnostic Center,305
F01011,Healthcare Facility 1011,Morena,Hospital,487
F01012,Healthcare Facility 1012,Jhansi,Hospital,72
F01013,Healthcare Facility 1013,Jaipur,Diagnostic Center,237
F01014,Healthcare Facility 1014,Agra,Hospital,348
F01015,Healthcare Facility 1015,Agra,Specialty Center,305
F01016,Healthcare Facility 1016,Gwalior,Clinic,259
F01017,Healthcare Facility 1017,Jaipur,Specialty Center,233
F01018,Healthcare Facility 1018,Jaipur,Clinic,123
F01019,Healthcare Facility 1019,Bhopal,Diagnostic Center,380
F01020,Healthcare Facility 1020,Jhansi,Hospital,383
F01021,Healthcare Facility 1021,Indore,Clinic,241
F01022,Healthcare Facility 1022,Bhopal,Diagnostic Center,359
F01023,Healthcare Facility 1023,Bhopal,Diagnostic Center,367
F01024,Healthcare Facility 1024,Jaipur,Diagnostic Center,208
F01025,Healthcare Facility 1025,Jhansi,Specialty Center,346
F01026,Healthcare Facility 1026,Jaipur,Specialty Center,343
F01027,Healthcare Facility 1027,Agra,Clinic,495
F01028,Healthcare Facility 1028,Delhi,Clinic,330
F01029,Healthcare Facility 1029,Gwalior,Specialty Center,118
F01030,Healthcare Facility 1030,Agra,Clinic,116
F01031,Healthcare Facility 1031,Bhopal,Clinic,346
F01032,Healthcare Facility 1032,Agra,Hospital,92
F01033,Healthcare Facility 1033,Agra,Clinic,275
F01034,Healthcare Facility 1034,Agra,Diagnostic Center,250
F01035,Healthcare Facility 1035,Jhansi,Hospital,189
F01036,Healthcare Facility 1036,Bhopal,Clinic,352
F01037,Healthcare Facility 1037,Delhi,Hospital,176
F01038,Healthcare Facility 1038,Morena,Diagnostic Center,438
F01039,Healthcare Facility 1039,Gwalior,Clinic,448
F01040,Healthcare Facility 1040,Gwalior,Hospital,477
F01041,Healthcare Facility 1041,Indore,Clinic,241
F01042,Healthcare Facility 1042,Agra,Hospital,383
F01043,Healthcare Facility 1043,Delhi,Hospital,365
F01044,Healthcare Facility 1044,Bhopal,Diagnostic Center,118
F01045,Healthcare Facility 1045,Morena,Diagnostic Center,239
F01046,Healthcare Facility 1046,Morena,Clinic,432
F01047,Healthcare Facility 1047,Agra,Specialty Center,263
F01048,Healthcare Facility 1048,Agra,Clinic,473
F01049,Healthcare Facility 1049,Bhopal,Hospital,278
F01050,Healthcare Facility 1050,Indore,Diagnostic Center,496
F01051,Healthcare Facility 1051,Bhopal,Diagnostic Center,460
F01052,Healthcare Facility 1052,Jhansi,Hospital,213
F01053,Healthcare Facility 1053,Jaipur,Specialty Center,394
F01054,Healthcare Facility 1054,Bhopal,Diagnostic Center,169
F01055,Healthcare Facility 1055,Agra,Specialty Center,386
F01056,Healthcare Facility 1056,Delhi,Diagnostic Center,174
F01057,Healthcare Facility 1057,Agra,Hospital,41
F01058,Healthcare Facility 1058,Indore,Clinic,477
F01059,Healthcare Facility 1059,Agra,Clinic,135
F01060,Healthcare Facility 1060,Morena,Specialty Center,132
F01061,Healthcare Facility 1061,Jhansi,Clinic,452
F01062,Healthcare Facility 1062,Bhopal,Hospital,230
F01063,Healthcare Facility 1063,Gwalior,Clinic,43
F01064,Healthcare Facility 1064,Bhopal,Specialty Center,302
F01065,Healthcare Facility 1065,Jaipur,Hospital,311
F01066,Healthcare Facility 1066,Delhi,Hospital,382
F01067,Healthcare Facility 1067,Delhi,Diagnostic Center,420
F01068,Healthcare Facility 1068,Bhopal,Diagnostic Center,75
F01069,Healthcare Facility 1069,Bhopal,Clinic,285
F01070,Healthcare Facility 1070,Agra,Specialty Center,73
F01071,Healthcare Facility 1071,Gwalior,Hospital,356
F01072,Healthcare Facility 1072,Indore,Clinic,127
F01073,Healthcare Facility 1073,Agra,Clinic,221
F01074,Healthcare Facility 1074,Jhansi,Diagnostic Center,221
F01075,Healthcare Facility 1075,Morena,Clinic,441
F01076,Healthcare Facility 1076,Jhansi,Clinic,356
F01077,Healthcare Facility 1077,Morena,Diagnostic Center,402
F01078,Healthcare Facility 1078,Jhansi,Clinic,493
F01079,Healthcare Facility 1079,Delhi,Clinic,237
F01080,Healthcare Facility 1080,Delhi,Hospital,262
F01081,Healthcare Facility 1081,Gwalior,Clinic,373
F01082,Healthcare Facility 1082,Delhi,Diagnostic Center,407
F01083,Healthcare Facility 1083,Jaipur,Diagnostic Center,197
F01084,Healthcare Facility 1084,Jhansi,Hospital,494
F01085,Healthcare Facility 1085,Morena,Diagnostic Center,80
F01086,Healthcare Facility 1086,Gwalior,Diagnostic Center,424
F01087,Healthcare Facility 1087,Morena,Diagnostic Center,55
F01088,Healthcare Facility 1088,Bhopal,Clinic,377
F01089,Healthcare Facility 1089,Bhopal,Hospital,65
F01090,Healthcare Facility 1090,Gwalior,Specialty Center,114
F01091,Healthcare Facility 1091,Agra,Hospital,346
F01092,Healthcare Facility 1092,Jaipur,Hospital,63
F01093,Healthcare Facility 1093,Indore,Hospital,339
F01094,Healthcare Facility 1094,Jaipur,Specialty Center,245
F01095,Healthcare Facility 1095,Jhansi,Specialty Center,165
F01096,Healthcare Facility 1096,Indore,Diagnostic Center,491
F01097,Healthcare Facility 1097,Delhi,Clinic,288
F01098,Healthcare Facility 1098,Indore,Diagnostic Center,32
F01099,Healthcare Facility 1099,Gwalior,Diagnostic Center,44
F01100,Healthcare Facility 1100,Jaipur,Specialty Center,280
F01101,Healthcare Facility 1101,Indore,Diagnostic Center,147
F01102,Healthcare Facility 1102,Delhi,Diagnostic Center,58
F01103,Healthcare Facility 1103,Morena,Specialty Center,176
F01104,Healthcare Facility 1104,Indore,Hospital,383
F01105,Healthcare Facility 1105,Agra,Hospital,204
F01106,Healthcare Facility 1106,Delhi,Specialty Center,193
F01107,Healthcare Facility 1107,Bhopal,Clinic,436
F01108,Healthcare Facility 1108,Indore,Diagnostic Center,491
F01109,Healthcare Facility 1109,Bhopal,Hospital,413
F01110,Healthcare Facility 1110,Morena,Specialty Center,205
F01111,Healthcare Facility 1111,Gwalior,Clinic,300
F01112,Healthcare Facility 1112,Delhi,Diagnostic Center,93
F01113,Healthcare Facility 1113,Indore,Specialty Center,314
F01114,Healthcare Facility 1114,Indore,Specialty Center,35
F01115,Healthcare Facility 1115,Morena,Specialty Center,207
F01116,Healthcare Facility 1116,Indore,Diagnostic Center,431
F01117,Healthcare Facility 1117,Bhopal,Hospital,479
F01118,Healthcare Facility 1118,Indore,Diagnostic Center,191
F01119,Healthcare Facility 1119,Jhansi,Diagnostic Center,205
F01120,Healthcare Facility 1120,Indore,Hospital,51
F01121,Healthcare Facility 1121,Bhopal,Specialty Center,82
F01122,Healthcare Facility 1122,Bhopal,Clinic,368
F01123,Healthcare Facility 1123,Agra,Clinic,320
F01124,Healthcare Facility 1124,Agra,Hospital,328
F01125,Healthcare Facility 1125,Bhopal,Hospital,208
F01126,Healthcare Facility 1126,Jaipur,Specialty Center,325
F01127,Healthcare Facility 1127,Gwalior,Clinic,430
F01128,Healthcare Facility 1128,Agra,Clinic,45
F01129,Healthcare Facility 1129,Delhi,Specialty Center,406
F01130,Healthcare Facility 1130,Agra,Hospital,365
F01131,Healthcare Facility 1131,Delhi,Hospital,58
F01132,Healthcare Facility 1132,Agra,Specialty Center,212
F01133,Healthcare Facility 1133,Bhopal,Hospital,182
F01134,Healthcare Facility 1134,Indore,Diagnostic Center,72
F01135,Healthcare Facility 1135,Delhi,Hospital,494
F01136,Healthcare Facility 1136,Jhansi,Diagnostic Center,193
F01137,Healthcare Facility 1137,Indore,Clinic,215
F01138,Healthcare Facility 1138,Indore,Clinic,230
F01139,Healthcare Facility 1139,Gwalior,Hospital,297
F01140,Healthcare Facility 1140,Agra,Specialty Center,207
F01141,Healthcare Facility 1141,Agra,Hospital,409
F01142,Healthcare Facility 1142,Bhopal,Specialty Center,327
F01143,Healthcare Facility 1143,Delhi,Clinic,476
F01144,Healthcare Facility 1144,Jaipur,Clinic,350
F01145,Healthcare Facility 1145,Bhopal,Clinic,233
F01146,Healthcare Facility 1146,Indore,Specialty Center,348
F01147,Healthcare Facility 1147,Delhi,Specialty Center,48
F01148,Healthcare Facility 1148,Agra,Clinic,190
F01149,Healthcare Facility 1149,Agra,Hospital,141
F01150,Healthcare Facility 1150,Agra,Specialty Center,477
F01151,Healthcare Facility 1151,Agra,Diagnostic Center,437
F01152,Healthcare Facility 1152,Jhansi,Clinic,178
F01153,Healthcare Facility 1153,Morena,Specialty Center,105
F01154,Healthcare Facility 1154,Agra,Clinic,321
F01155,Healthcare Facility 1155,Agra,Diagnostic Center,23
F01156,Healthcare Facility 1156,Jaipur,Hospital,21
F01157,Healthcare Facility 1157,Jaipur,Diagnostic Center,152
F01158,Healthcare Facility 1158,Delhi,Hospital,321
F01159,Healthcare Facility 1159,Indore,Hospital,98
F01160,Healthcare Facility 1160,Agra,Specialty Center,166
F01161,Healthcare Facility 1161,Agra,Hospital,185
F01162,Healthcare Facility 1162,Jhansi,Hospital,334
F01163,Healthcare Facility 1163,Delhi,Hospital,482
F01164,Healthcare Facility 1164,Indore,Clinic,257
F01165,Healthcare Facility 1165,Agra,Specialty Center,347
F01166,Healthcare Facility 1166,Jhansi,Specialty Center,295
F01167,Healthcare Facility 1167,Agra,Hospital,223
F01168,Healthcare Facility 1168,Bhopal,Clinic,471
F01169,Healthcare Facility 1169,Morena,Hospital,72
F01170,Healthcare Facility 1170,Delhi,Specialty Center,126
F01171,Healthcare Facility 1171,Bhopal,Specialty Center,74
F01172,Healthcare Facility 1172,Jaipur,Specialty Center,265
F01173,Healthcare Facility 1173,Indore,Specialty Center,442
F01174,Healthcare Facility 1174,Gwalior,Clinic,396
F01175,Healthcare Facility 1175,Gwalior,Diagnostic Center,183
F01176,Healthcare Facility 1176,Jaipur,Diagnostic Center,461
F01177,Healthcare Facility 1177,Morena,Clinic,34
F01178,Healthcare Facility 1178,Indore,Hospital,20
F01179,Healthcare Facility 1179,Indore,Specialty Center,370
F01180,Healthcare Facility 1180,Jhansi,Specialty Center,156
F01181,Healthcare Facility 1181,Gwalior,Specialty Center,170
F01182,Healthcare Facility 1182,Morena,Clinic,199
F01183,Healthcare Facility 1183,Gwalior,Clinic,429
F01184,Healthcare Facility 1184,Gwalior,Specialty Center,251
F01185,Healthcare Facility 1185,Indore,Specialty Center,207
F01186,Healthcare Facility 1186,Jhansi,Hospital,37
F01187,Healthcare Facility 1187,Bhopal,Diagnostic Center,244
F01188,Healthcare Facility 1188,Indore,Clinic,124
F01189,Healthcare Facility 1189,Gwalior,Diagnostic Center,225
F01190,Healthcare Facility 1190,Indore,Specialty Center,205
F01191,Healthcare Facility 1191,Jaipur,Diagnostic Center,84
F01192,Healthcare Facility 1192,Morena,Diagnostic Center,352
F01193,Healthcare Facility 1193,Agra,Clinic,391
F01194,Healthcare Facility 1194,Indore,Clinic,226
F01195,Healthcare Facility 1195,Indore,Hospital,248
F01196,Healthcare Facility 1196,Agra,Specialty Center,88
F01197,Healthcare Facility 1197,Agra,Hospital,161
F01198,Healthcare Facility 1198,Morena,Clinic,225
F01199,Healthcare Facility 1199,Jhansi,Hospital,193
F01200,Healthcare Facility 1200,Morena,Diagnostic Center,216
F01201,Healthcare Facility 1201,Agra,Diagnostic Center,350
F01202,Healthcare Facility 1202,Jaipur,Clinic,435
F01203,Healthcare Facility 1203,Gwalior,Diagnostic Center,326
F01204,Healthcare Facility 1204,Agra,Specialty Center,216
F01205,Healthcare Facility 1205,Delhi,Clinic,247
F01206,Healthcare Facility 1206,Indore,Specialty Center,290
F01207,Healthcare Facility 1207,Morena,Clinic,456
F01208,Healthcare Facility 1208,Delhi,Clinic,218
F01209,Healthcare Facility 1209,Delhi,Diagnostic Center,344
F01210,Healthcare Facility 1210,Morena,Clinic,497
F01211,Healthcare Facility 1211,Jhansi,Clinic,34
F01212,Healthcare Facility 1212,Indore,Hospital,305
F01213,Healthcare Facility 1213,Agra,Diagnostic Center,353
F01214,Healthcare Facility 1214,Jaipur,Specialty Center,427
F01215,Healthcare Facility 1215,Bhopal,Clinic,235
F01216,Healthcare Facility 1216,Jhansi,Specialty Center,54
F01217,Healthcare Facility 1217,Jhansi,Hospital,88
F01218,Healthcare Facility 1218,Delhi,Clinic,415
F01219,Healthcare Facility 1219,Agra,Specialty Center,231
F01220,Healthcare Facility 1220,Bhopal,Diagnostic Center,65
F01221,Healthcare Facility 1221,Indore,Hospital,401
F01222,Healthcare Facility 1222,Delhi,Hospital,472
F01223,Healthcare Facility 1223,Agra,Specialty Center,267
F01224,Healthcare Facility 1224,Delhi,Clinic,439
F01225,Healthcare Facility 1225,Jhansi,Clinic,104
F01226,Healthcare Facility 1226,Agra,Diagnostic Center,67
F01227,Healthcare Facility 1227,Jhansi,Diagnostic Center,250
F01228,Healthcare Facility 1228,Indore,Clinic,86
F01229,Healthcare Facility 1229,Jaipur,Hospital,496
F01230,Healthcare Facility 1230,Indore,Diagnostic Center,457
F01231,Healthcare Facility 1231,Gwalior,Diagnostic Center,108
F01232,Healthcare Facility 1232,Gwalior,Hospital,238
F01233,Healthcare Facility 1233,Indore,Clinic,439
F01234,Healthcare Facility 1234,Morena,Specialty Center,71
F01235,Healthcare Facility 1235,Bhopal,Diagnostic Center,41
F01236,Healthcare Facility 1236,Indore,Hospital,441
F01237,Healthcare Facility 1237,Indore,Diagnostic Center,118
F01238,Healthcare Facility 1238,Delhi,Hospital,465
F01239,Healthcare Facility 1239,Delhi,Diagnostic Center,468
F01240,Healthcare Facility 1240,Agra,Clinic,150
F01241,Healthcare Facility 1241,Bhopal,Hospital,107
F01242,Healthcare Facility 1242,Jhansi,Specialty Center,155
F01243,Healthcare Facility 1243,Delhi,Specialty Center,393
F01244,Healthcare Facility 1244,Bhopal,Diagnostic Center,58
F01245,Healthcare Facility 1245,Indore,Specialty Center,37
F01246,Healthcare Facility 1246,Bhopal,Diagnostic Center,124
F01247,Healthcare Facility 1247,Gwalior,Hospital,406
F01248,Healthcare Facility 1248,Jhansi,Hospital,165
F01249,Healthcare Facility 1249,Delhi,Specialty Center,355
F01250,Healthcare Facility 1250,Delhi,Specialty Center,243
F01251,Healthcare Facility 1251,Morena,Clinic,136
F01252,Healthcare Facility 1252,Bhopal,Hospital,20
F01253,Healthcare Facility 1253,Agra,Specialty Center,136
F01254,Healthcare Facility 1254,Jhansi,Specialty Center,403
F01255,Healthcare Facility 1255,Gwalior,Specialty Center,45
F01256,Healthcare Facility 1256,Indore,Diagnostic Center,455
F01257,Healthcare Facility 1257,Morena,Clinic,31
F01258,Healthcare Facility 1258,Gwalior,Hospital,313
F01259,Healthcare Facility 1259,Agra,Specialty Center,360
F01260,Healthcare Facility 1260,Morena,Specialty Center,188
F01261,Healthcare Facility 1261,Gwalior,Specialty Center,72
F01262,Healthcare Facility 1262,Agra,Diagnostic Center,288
F01263,Healthcare Facility 1263,Jaipur,Hospital,267
F01264,Healthcare Facility 1264,Morena,Specialty Center,147
F01265,Healthcare Facility 1265,Agra,Specialty Center,95
F01266,Healthcare Facility 1266,Morena,Diagnostic Center,288
F01267,Healthcare Facility 1267,Delhi,Diagnostic Center,165
F01268,Healthcare Facility 1268,Delhi,Clinic,422
F01269,Healthcare Facility 1269,Gwalior,Clinic,422
F01270,Healthcare Facility 1270,Jhansi,Hospital,473
F01271,Healthcare Facility 1271,Bhopal,Clinic,67
F01272,Healthcare Facility 1272,Jaipur,Hospital,218
F01273,Healthcare Facility 1273,Indore,Clinic,90
F01274,Healthcare Facility 1274,Bhopal,Specialty Center,431
F01275,Healthcare Facility 1275,Indore,Clinic,111
F01276,Healthcare Facility 1276,Indore,Specialty Center,422
F01277,Healthcare Facility 1277,Indore,Hospital,483
F01278,Healthcare Facility 1278,Agra,Clinic,228
F01279,Healthcare Facility 1279,Morena,Clinic,361
F01280,Healthcare Facility 1280,Delhi,Clinic,358
F01281,Healthcare Facility 1281,Bhopal,Specialty Center,67
F01282,Healthcare Facility 1282,Jhansi,Specialty Center,48
F01283,Healthcare Facility 1283,Indore,Clinic,195
F01284,Healthcare Facility 1284,Delhi,Hospital,38
F01285,Healthcare Facility 1285,Indore,Specialty Center,374
F01286,Healthcare Facility 1286,Jaipur,Diagnostic Center,66
F01287,Healthcare Facility 1287,Agra,Hospital,364
F01288,Healthcare Facility 1288,Jhansi,Hospital,79
F01289,Healthcare Facility 1289,Jaipur,Hospital,195
F01290,Healthcare Facility 1290,Jaipur,Specialty Center,274
F01291,Healthcare Facility 1291,Agra,Clinic,423
F01292,Healthcare Facility 1292,Morena,Clinic,248
F01293,Healthcare Facility 1293,Jhansi,Diagnostic Center,166
F01294,Healthcare Facility 1294,Jaipur,Clinic,317
F01295,Healthcare Facility 1295,Bhopal,Diagnostic Center,352
F01296,Healthcare Facility 1296,Indore,Diagnostic Center,258
F01297,Healthcare Facility 1297,Agra,Clinic,351
F01298,Healthcare Facility 1298,Agra,Diagnostic Center,452
F01299,Healthcare Facility 1299,Indore,Hospital,418
F01300,Healthcare Facility 1300,Delhi,Hospital,207
F01301,Healthcare Facility 1301,Gwalior,Hospital,343
F01302,Healthcare Facility 1302,Jhansi,Specialty Center,354
F01303,Healthcare Facility 1303,Jaipur,Diagnostic Center,228
F01304,Healthcare Facility 1304,Bhopal,Diagnostic Center,430
F01305,Healthcare Facility 1305,Morena,Hospital,94
F01306,Healthcare Facility 1306,Jaipur,Specialty Center,202
F01307,Healthcare Facility 1307,Indore,Clinic,106
F01308,Healthcare Facility 1308,Morena,Hospital,290
F01309,Healthcare Facility 1309,Delhi,Specialty Center,199
F01310,Healthcare Facility 1310,Jaipur,Clinic,434
F01311,Healthcare Facility 1311,Morena,Specialty Center,264
F01312,Healthcare Facility 1312,Jaipur,Clinic,365
F01313,Healthcare Facility 1313,Agra,Diagnostic Center,26
F01314,Healthcare Facility 1314,Jaipur,Diagnostic Center,288
F01315,Healthcare Facility 1315,Bhopal,Specialty Center,457
F01316,Healthcare Facility 1316,Jaipur,Specialty Center,32
F01317,Healthcare Facility 1317,Morena,Clinic,423
F01318,Healthcare Facility 1318,Bhopal,Specialty Center,245
F01319,Healthcare Facility 1319,Morena,Specialty Center,285
F01320,Healthcare Facility 1320,Jhansi,Clinic,261
F01321,Healthcare Facility 1321,Indore,Clinic,399
F01322,Healthcare Facility 1322,Indore,Diagnostic Center,199
F01323,Healthcare Facility 1323,Gwalior,Hospital,440
F01324,Healthcare Facility 1324,Gwalior,Specialty Center,199
F01325,Healthcare Facility 1325,Bhopal,Clinic,145
F01326,Healthcare Facility 1326,Indore,Diagnostic Center,302
F01327,Healthcare Facility 1327,Gwalior,Hospital,437
F01328,Healthcare Facility 1328,Gwalior,Specialty Center,375
F01329,Healthcare Facility 1329,Agra,Diagnostic Center,209
F01330,Healthcare Facility 1330,Morena,Hospital,35
F01331,Healthcare Facility 1331,Gwalior,Specialty Center,334
F01332,Healthcare Facility 1332,Bhopal,Diagnostic Center,40
F01333,Healthcare Facility 1333,Agra,Specialty Center,35
F01334,Healthcare Facility 1334,Indore,Hospital,484
F01335,Healthcare Facility 1335,Gwalior,Clinic,482
F01336,Healthcare Facility 1336,Jaipur,Diagnostic Center,288
F01337,Healthcare Facility 1337,Indore,Hospital,52
F01338,Healthcare Facility 1338,Bhopal,Specialty Center,201
F01339,Healthcare Facility 1339,Morena,Hospital,88
F01340,Healthcare Facility 1340,Jhansi,Hospital,430
F01341,Healthcare Facility 1341,Indore,Clinic,71
F01342,Healthcare Facility 1342,Jaipur,Diagnostic Center,84
F01343,Healthcare Facility 1343,Indore,Hospital,319
F01344,Healthcare Facility 1344,Gwalior,Clinic,433
F01345,Healthcare Facility 1345,Bhopal,Clinic,426
F01346,Healthcare Facility 1346,Jaipur,Clinic,354
F01347,Healthcare Facility 1347,Jhansi,Specialty Center,247
F01348,Healthcare Facility 1348,Bhopal,Clinic,486
F01349,Healthcare Facility 1349,Delhi,Clinic,241
F01350,Healthcare Facility 1350,Indore,Clinic,291
F01351,Healthcare Facility 1351,Jaipur,Clinic,458
F01352,Healthcare Facility 1352,Bhopal,Diagnostic Center,37
F01353,Healthcare Facility 1353,Jaipur,Diagnostic Center,237
F01354,Healthcare Facility 1354,Delhi,Clinic,292
F01355,Healthcare Facility 1355,Morena,Hospital,478
F01356,Healthcare Facility 1356,Jhansi,Specialty Center,327
F01357,Healthcare Facility 1357,Morena,Hospital,192
F01358,Healthcare Facility 1358,Indore,Hospital,75
F01359,Healthcare Facility 1359,Agra,Clinic,368
F01360,Healthcare Facility 1360,Jaipur,Hospital,457
F01361,Healthcare Facility 1361,Delhi,Diagnostic Center,28
F01362,Healthcare Facility 1362,Jhansi,Diagnostic Center,420
F01363,Healthcare Facility 1363,Bhopal,Specialty Center,302
F01364,Healthcare Facility 1364,Agra,Diagnostic Center,312
F01365,Healthcare Facility 1365,Jaipur,Diagnostic Center,41
F01366,Healthcare Facility 1366,Agra,Clinic,91
F01367,Healthcare Facility 1367,Jhansi,Diagnostic Center,470
F01368,Healthcare Facility 1368,Jaipur,Hospital,441
F01369,Healthcare Facility 1369,Indore,Hospital,374
F01370,Healthcare Facility 1370,Indore,Diagnostic Center,499
F01371,Healthcare Facility 1371,Morena,Specialty Center,347
F01372,Healthcare Facility 1372,Bhopal,Specialty Center,191
F01373,Healthcare Facility 1373,Delhi,Specialty Center,142
F01374,Healthcare Facility 1374,Indore,Diagnostic Center,110
F01375,Healthcare Facility 1375,Morena,Specialty Center,243
F01376,Healthcare Facility 1376,Agra,Diagnostic Center,311
F01377,Healthcare Facility 1377,Gwalior,Hospital,373
F01378,Healthcare Facility 1378,Indore,Specialty Center,271
F01379,Healthcare Facility 1379,Agra,Specialty Center,428
F01380,Healthcare Facility 1380,Jhansi,Specialty Center,498
F01381,Healthcare Facility 1381,Gwalior,Hospital,317
F01382,Healthcare Facility 1382,Jaipur,Diagnostic Center,386
F01383,Healthcare Facility 1383,Morena,Hospital,275
F01384,Healthcare Facility 1384,Jaipur,Hospital,32
F01385,Healthcare Facility 1385,Delhi,Clinic,459
F01386,Healthcare Facility 1386,Bhopal,Specialty Center,354
F01387,Healthcare Facility 1387,Indore,Diagnostic Center,137
F01388,Healthcare Facility 1388,Gwalior,Diagnostic Center,454
F01389,Healthcare Facility 1389,Indore,Clinic,197
F01390,Healthcare Facility 1390,Bhopal,Clinic,480
F01391,Healthcare Facility 1391,Jaipur,Hospital,327
F01392,Healthcare Facility 1392,Morena,Clinic,180
F01393,Healthcare Facility 1393,Morena,Diagnostic Center,114
F01394,Healthcare Facility 1394,Jaipur,Diagnostic Center,428
F01395,Healthcare Facility 1395,Jaipur,Diagnostic Center,387
F01396,Healthcare Facility 1396,Morena,Hospital,333
F01397,Healthcare Facility 1397,Delhi,Specialty Center,187
F01398,Healthcare Facility 1398,Gwalior,Specialty Center,106
F01399,Healthcare Facility 1399,Bhopal,Hospital,441
F01400,Healthcare Facility 1400,Agra,Diagnostic Center,22
F01401,Healthcare Facility 1401,Indore,Diagnostic Center,391
F01402,Healthcare Facility 1402,Jaipur,Hospital,35
F01403,Healthcare Facility 1403,Jaipur,Hospital,149
F01404,Healthcare Facility 1404,Indore,Clinic,42
F01405,Healthcare Facility 1405,Morena,Hospital,117
F01406,Healthcare Facility 1406,Bhopal,Specialty Center,177
F01407,Healthcare Facility 1407,Bhopal,Hospital,258
F01408,Healthcare Facility 1408,Delhi,Diagnostic Center,29
F01409,Healthcare Facility 1409,Gwalior,Diagnostic Center,340
F01410,Healthcare Facility 1410,Delhi,Diagnostic Center,41
F01411,Healthcare Facility 1411,Jhansi,Specialty Center,327
F01412,Healthcare Facility 1412,Delhi,Specialty Center,386
F01413,Healthcare Facility 1413,Jhansi,Clinic,203
F01414,Healthcare Facility 1414,Bhopal,Hospital,436
F01415,Healthcare Facility 1415,Gwalior,Clinic,236
F01416,Healthcare Facility 1416,Gwalior,Hospital,233
F01417,Healthcare Facility 1417,Jhansi,Hospital,355
F01418,Healthcare Facility 1418,Gwalior,Specialty Center,177
F01419,Healthcare Facility 1419,Indore,Diagnostic Center,229
F01420,Healthcare Facility 1420,Morena,Hospital,427
F01421,Healthcare Facility 1421,Gwalior,Specialty Center,152
F01422,Healthcare Facility 1422,Bhopal,Clinic,72
F01423,Healthcare Facility 1423,Indore,Diagnostic Center,248
F01424,Healthcare Facility 1424,Morena,Clinic,202
F01425,Healthcare Facility 1425,Agra,Clinic,42
F01426,Healthcare Facility 1426,Jhansi,Specialty Center,125
F01427,Healthcare Facility 1427,Jaipur,Diagnostic Center,110
F01428,Healthcare Facility 1428,Delhi,Hospital,138
F01429,Healthcare Facility 1429,Gwalior,Clinic,479
F01430,Healthcare Facility 1430,Jhansi,Hospital,157
F01431,Healthcare Facility 1431,Agra,Diagnostic Center,139
F01432,Healthcare Facility 1432,Gwalior,Specialty Center,180
F01433,Healthcare Facility 1433,Delhi,Specialty Center,227
F01434,Healthcare Facility 1434,Bhopal,Specialty Center,368
F01435,Healthcare Facility 1435,Bhopal,Hospital,337
F01436,Healthcare Facility 1436,Delhi,Hospital,357
F01437,Healthcare Facility 1437,Agra,Diagnostic Center,174
F01438,Healthcare Facility 1438,Jhansi,Hospital,282
F01439,Healthcare Facility 1439,Morena,Specialty Center,375
F01440,Healthcare Facility 1440,Jaipur,Clinic,174
F01441,Healthcare Facility 1441,Jaipur,Clinic,349
F01442,Healthcare Facility 1442,Jhansi,Clinic,413
F01443,Healthcare Facility 1443,Jaipur,Specialty Center,478
F01444,Healthcare Facility 1444,Morena,Hospital,332
F01445,Healthcare Facility 1445,Gwalior,Clinic,305
F01446,Healthcare Facility 1446,Jhansi,Hospital,278
F01447,Healthcare Facility 1447,Delhi,Hospital,176
F01448,Healthcare Facility 1448,Delhi,Specialty Center,33
F01449,Healthcare Facility 1449,Morena,Hospital,96
F01450,Healthcare Facility 1450,Agra,Hospital,358
F01451,Healthcare Facility 1451,Jaipur,Specialty Center,428
