bed_id,facility_id,department,bed_type,status
B01286,F00425,General Medicine,Emergency,Maintenance
B01287,F01166,General Medicine,ICU,Occupied
B01288,F00661,Oncology,ICU,Occupied
B01289,F01400,Neurology,General,Occupied
B01290,F00226,Orthopedics,Private,Available
B01291,F01498,Pediatrics,Emergency,Available
B01292,F00025,Neurology,General,Occupied
B01293,F01714,Oncology,Private,Available
B01294,F01389,Oncology,Emergency,Occupied
B01295,F00095,Emergency,ICU,Occupied
B01296,F00508,General Medicine,ICU,Occupied
B01297,F00565,Pediatrics,Private,Occupied
B01298,F01840,Neurology,General,Available
B01299,F01606,Pediatrics,Emergency,Available
B01300,F01200,Orthopedics,Emergency,Occupied
B01301,F00644,Oncology,ICU,Occupied
B01302,F01432,General Medicine,Private,Available
B01303,F00490,Orthopedics,General,Occupied
B01304,F01951,Dermatology,ICU,Occupied
B01305,F01875,Orthopedics,ICU,Occupied
B01306,F00459,General Medicine,General,Occupied
B01307,F01437,Dermatology,Emergency,Occupied
B01308,F00901,Emergency,Emergency,Occupied
B01309,F00338,Orthopedics,Private,Occupied
B01310,F00963,Neurology,ICU,Occupied
B01311,F01896,Neurology,Private,Occupied
B01312,F01355,Pediatrics,Emergency,Available
B01313,F01237,Neurology,General,Available
B01314,F01747,Neurology,Emergency,Occupied
B01315,F01973,Dermatology,Emergency,Occupied
B01316,F00345,Oncology,ICU,Occupied
B01317,F00576,Dermatology,Emergency,Occupied
B01318,F01571,Pediatrics,Private,Available
B01319,F01548,Cardiology,General,Occupied
B01320,F00943,General Medicine,ICU,Occupied
B01321,F00346,Neurology,General,Occupied
B01322,F01847,Pediatrics,Private,Occupied
B01323,F01272,Oncology,Private,Occupied
B01324,F01648,Orthopedics,Emergency,Available
B01325,F00325,Orthopedics,Private,Available
B01326,F00467,Dermatology,Emergency,Occupied
B01327,F00091,Emergency,ICU,Available
B01328,F00294,Neurology,General,Occupied
B01329,F01565,General Medicine,Emergency,Occupied
B01330,F00524,Pediatrics,Emergency,Available
B01331,F01683,Dermatology,ICU,Occupied
B01332,F01673,Emergency,Private,Available
B01333,F00850,Emergency,Emergency,Occupied
B01334,F01693,Pediatrics,Private,Maintenance
B01335,F00259,Dermatology,Emergency,Available
B01336,F01111,Dermatology,Private,Occupied
B01337,F01182,Pediatrics,Emergency,Available
B01338,F01518,Oncology,General,Occupied
B01339,F00186,Oncology,General,Available
B01340,F00344,Pediatrics,General,Occupied
B01341,F00821,Pediatrics,Emergency,Available
B01342,F01893,General Medicine,Private,Available
B01343,F00741,Pediatrics,ICU,Available
B01344,F01540,Dermatology,ICU,Available
B01345,F00569,General Medicine,ICU,Available
B01346,F00950,General Medicine,General,Occupied
B01347,F00509,General Medicine,General,Available
B01348,F01564,Orthopedics,General,Available
B01349,F00016,Cardiology,Private,Available
B01350,F00525,Emergency,General,Maintenance
B01351,F00200,Neurology,Private,Occupied
B01352,F01208,Orthopedics,Private,Occupied
B01353,F00309,Dermatology,Private,Available
B01354,F01840,Cardiology,Emergency,Occupied
B01355,F01532,Emergency,ICU,Occupied
B01356,F01305,Oncology,Private,Available
B01357,F01858,Orthopedics,ICU,Occupied
B01358,F01182,Emergency,Private,Available
B01359,F01384,General Medicine,Private,Maintenance
B01360,F00259,General Medicine,General,Occupied
B01361,F01943,Pediatrics,ICU,Available
B01362,F01181,Dermatology,Private,Occupied
B01363,F00425,General Medicine,ICU,Available
B01364,F01630,Orthopedics,General,Occupied
B01365,F00779,Emergency,Private,Available
B01366,F01045,Neurology,General,Occupied
B01367,F00639,Dermatology,Private,Available
B01368,F01371,Oncology,General,Available
B01369,F00920,Oncology,General,Occupied
B01370,F01012,Emergency,Emergency,Available
B01371,F01887,General Medicine,Private,Maintenance
B01372,F00350,Oncology,Private,Occupied
B01373,F00961,Emergency,Private,Available
B01374,F01409,Cardiology,ICU,Occupied
B01375,F00438,Emergency,Emergency,Occupied
B01376,F00456,Orthopedics,ICU,Occupied
B01377,F00624,Cardiology,Private,Occupied
B01378,F01770,Dermatology,Emergency,Occupied
B01379,F01570,Pediatrics,General,Available
B01380,F01104,Pediatrics,Emergency,Occupied
B01381,F01476,Emergency,General,Occupied
B01382,F01619,Neurology,Private,Available
B01383,F01565,Orthopedics,Private,Occupied
B01384,F01513,Neurology,General,Occupied
B01385,F00643,Cardiology,Emergency,Occupied
B01386,F01547,Neurology,ICU,Occupied
B01387,F00392,Dermatology,Emergency,Maintenance
B01388,F00574,Cardiology,General,Available
B01389,F01383,Dermatology,General,Occupied
B01390,F00033,Oncology,ICU,Occupied
B01391,F01160,Neurology,ICU,Available
B01392,F00921,Pediatrics,ICU,Available
B01393,F01624,Orthopedics,General,Occupied
B01394,F01946,Neurology,Private,Available
B01395,F00410,Emergency,Emergency,Occupied
B01396,F01553,Dermatology,ICU,Occupied
B01397,F01023,Cardiology,General,Occupied
B01398,F01115,Dermatology,Emergency,Maintenance
B01399,F00413,Emergency,ICU,Available
B01400,F00299,Orthopedics,Private,Occupied
B01401,F01511,Oncology,Emergency,Available
B01402,F01789,Emergency,Emergency,Occupied
B01403,F00073,Pediatrics,General,Occupied
B01404,F01742,Oncology,General,Occupied
B01405,F00261,Dermatology,General,Occupied
B01406,F00690,Pediatrics,Private,Occupied
B01407,F01336,General Medicine,Emergency,Occupied
B01408,F00959,Orthopedics,ICU,Occupied
B01409,F01849,Oncology,Private,Occupied
B01410,F00732,Neurology,ICU,Occupied
B01411,F00685,Pediatrics,ICU,Occupied
B01412,F01189,Oncology,General,Occupied
B01413,F00840,Neurology,ICU,Occupied
B01414,F00335,Dermatology,ICU,Occupied
B01415,F01526,Neurology,Private,Available
B01416,F00732,Dermatology,General,Occupied
B01417,F00804,Cardiology,ICU,Available
B01418,F01185,Emergency,ICU,Occupied
B01419,F00390,Neurology,ICU,Occupied
B01420,F00760,Dermatology,Emergency,Occupied
B01421,F00883,General Medicine,Emergency,Available
B01422,F00972,Orthopedics,General,Available
B01423,F01095,Oncology,Private,Available
B01424,F00941,Orthopedics,General,Occupied
B01425,F01116,Cardiology,Emergency,Available
B01426,F00903,General Medicine,General,Available
B01427,F01385,Emergency,Private,Occupied
B01428,F01345,General Medicine,General,Maintenance
B01429,F01269,Dermatology,ICU,Occupied
B01430,F00024,Orthopedics,Private,Available
B01431,F00557,General Medicine,Private,Occupied
B01432,F00701,Emergency,Private,Available
B01433,F00403,Pediatrics,General,Available
B01434,F01397,Neurology,General,Occupied
B01435,F01952,Oncology,ICU,Maintenance
B01436,F01310,Dermatology,Private,Occupied
B01437,F01857,Neurology,ICU,Occupied
B01438,F01952,Orthopedics,Private,Available
B01439,F00441,Orthopedics,Emergency,Occupied
B01440,F01940,Emergency,General,Occupied
B01441,F01877,General Medicine,ICU,Available
B01442,F01619,Emergency,General,Available
B01443,F01758,Cardiology,General,Maintenance
B01444,F00882,Orthopedics,Emergency,Available
B01445,F01376,Dermatology,Emergency,Available
B01446,F00926,Oncology,Private,Available
B01447,F01879,Dermatology,Emergency,Occupied
B01448,F01243,Orthopedics,Private,Occupied
B01449,F00485,Orthopedics,Emergency,Available
B01450,F01467,Emergency,Emergency,Occupied
B01451,F01242,Dermatology,ICU,Occupied
B01452,F01726,Emergency,Emergency,Available
B01453,F01091,General Medicine,ICU,Maintenance
B01454,F00031,Pediatrics,Emergency,Occupied
B01455,F00322,Orthopedics,ICU,Occupied
B01456,F01274,Pediatrics,General,Occupied
B01457,F00566,Emergency,Private,Occupied
B01458,F00010,Oncology,Emergency,Occupied
B01459,F00678,General Medicine,ICU,Occupied
B01460,F00851,Emergency,Emergency,Occupied
B01461,F00927,Cardiology,ICU,Occupied
B01462,F00285,Dermatology,ICU,Available
B01463,F00153,Neurology,Emergency,Available
B01464,F01568,Neurology,Private,Occupied
B01465,F01553,Emergency,ICU,Occupied
B01466,F00371,Neurology,General,Occupied
B01467,F00301,Neurology,Emergency,Maintenance
B01468,F01841,General Medicine,General,Occupied
B01469,F01879,Neurology,ICU,Available
B01470,F00146,General Medicine,ICU,Available
B01471,F01611,Cardiology,Emergency,Occupied
B01472,F01915,Orthopedics,Private,Occupied
B01473,F01660,Oncology,General,Available
B01474,F01076,Orthopedics,Private,Occupied
B01475,F01428,Orthopedics,General,Occupied
B01476,F00702,Dermatology,Private,Occupied
B01477,F00141,General Medicine,Emergency,Occupied
B01478,F01112,General Medicine,General,Occupied
B01479,F01451,General Medicine,Emergency,Maintenance
B01480,F00084,Cardiology,Private,Occupied
B01481,F01267,Oncology,Private,Available
B01482,F01130,Pediatrics,Private,Occupied
B01483,F01628,General Medicine,Emergency,Occupied
B01484,F01379,General Medicine,ICU,Occupied
B01485,F00021,Orthopedics,ICU,Maintenance
B01486,F01030,Emergency,General,Occupied
B01487,F00967,Dermatology,Emergency,Available
B01488,F01245,Oncology,Emergency,Occupied
B01489,F01845,Neurology,Emergency,Available
B01490,F01111,Neurology,Private,Occupied
B01491,F01716,Cardiology,Emergency,Occupied
B01492,F00453,Neurology,ICU,Available
B01493,F00342,Pediatrics,General,Occupied
B01494,F00393,Orthopedics,ICU,Occupied
B01495,F01376,Cardiology,Emergency,Occupied
B01496,F01270,Oncology,General,Available
B01497,F01994,Neurology,General,Occupied
B01498,F01710,Oncology,Emergency,Occupied
B01499,F01003,Neurology,Emergency,Available
B01500,F01137,Emergency,ICU,Occupied
B01501,F00971,Orthopedics,ICU,Occupied
B01502,F01607,Cardiology,Private,Occupied
B01503,F00158,Orthopedics,Private,Available
B01504,F00811,Cardiology,Private,Occupied
B01505,F01261,Dermatology,Emergency,Available
B01506,F00699,Dermatology,Emergency,Occupied
B01507,F01267,Neurology,Private,Occupied
B01508,F00166,Orthopedics,Private,Occupied
B01509,F00034,Orthopedics,ICU,Occupied
B01510,F00255,Pediatrics,Private,Occupied
B01511,F00302,Dermatology,Private,Available
B01512,F00220,Emergency,General,Occupied
B01513,F01056,Orthopedics,Private,Occupied
B01514,F01936,Oncology,General,Occupied
B01515,F00935,Oncology,Private,Occupied
B01516,F01793,Cardiology,General,Occupied
B01517,F00509,Pediatrics,Private,Occupied
B01518,F01506,Oncology,ICU,Occupied
B01519,F01257,Orthopedics,Emergency,Available
B01520,F00953,Orthopedics,General,Occupied
B01521,F00215,Pediatrics,Emergency,Available
B01522,F01266,Neurology,ICU,Maintenance
B01523,F00245,Orthopedics,Private,Occupied
B01524,F00020,General Medicine,Private,Occupied
B01525,F00210,Emergency,ICU,Occupied
B01526,F01746,Neurology,Emergency,Occupied
B01527,F00426,Orthopedics,Emergency,Available
B01528,F01000,Neurology,Emergency,Occupied
B01529,F00981,Cardiology,Emergency,Occupied
B01530,F00072,Neurology,General,Occupied
B01531,F01698,Pediatrics,Emergency,Occupied
B01532,F00178,Orthopedics,General,Occupied
B01533,F01547,Neurology,ICU,Occupied
B01534,F01899,Oncology,Private,Occupied
B01535,F00299,General Medicine,General,Occupied
B01536,F00266,Cardiology,Emergency,Occupied
B01537,F00520,Cardiology,Private,Available
B01538,F01519,Dermatology,General,Occupied
B01539,F01992,Neurology,Private,Occupied
B01540,F00275,Pediatrics,ICU,Occupied
B01541,F01729,Cardiology,Emergency,Available
B01542,F01847,Dermatology,ICU,Occupied
B01543,F00948,Neurology,Private,Occupied
B01544,F01795,Neurology,ICU,Occupied
B01545,F00053,Cardiology,Emergency,Maintenance
B01546,F00812,Neurology,General,Available
B01547,F01632,Neurology,ICU,Occupied
B01548,F01840,Emergency,Emergency,Occupied
B01549,F01846,General Medicine,Private,Occupied
B01550,F01424,Neurology,ICU,Occupied
B01551,F01438,Oncology,General,Available
B01552,F01628,Emergency,ICU,Available
B01553,F01948,Emergency,Private,Occupied
B01554,F01680,Neurology,Private,Available
B01555,F00489,Pediatrics,Private,Occupied
B01556,F00502,Cardiology,ICU,Occupied
B01557,F00307,Oncology,ICU,Occupied
B01558,F00417,Emergency,ICU,Occupied
B01559,F00509,Oncology,General,Occupied
B01560,F00921,Emergency,Emergency,Occupied
B01561,F01554,Dermatology,ICU,Occupied
B01562,F00638,Oncology,General,Occupied
B01563,F00666,Pediatrics,Private,Available
B01564,F00006,Orthopedics,ICU,Maintenance
B01565,F00422,Pediatrics,ICU,Occupied
B01566,F01964,Dermatology,ICU,Occupied
B01567,F01475,Orthopedics,General,Available
B01568,F01451,Orthopedics,ICU,Available
B01569,F00390,Oncology,ICU,Occupied
B01570,F00334,Oncology,Emergency,Occupied
B01571,F01472,Pediatrics,General,Occupied
B01572,F00338,General Medicine,Emergency,Occupied
B01573,F00848,Pediatrics,Emergency,Occupied
B01574,F01112,Emergency,Emergency,Available
B01575,F00269,Cardiology,Emergency,Occupied
B01576,F00065,Pediatrics,Private,Occupied
B01577,F00678,General Medicine,ICU,Occupied
B01578,F01088,Pediatrics,Emergency,Occupied
B01579,F01294,General Medicine,General,Available
B01580,F00657,Cardiology,ICU,Occupied
B01581,F01401,Neurology,Emergency,Available
B01582,F01869,General Medicine,Emergency,Occupied
B01583,F00781,General Medicine,General,Occupied
B01584,F00329,Emergency,Private,Occupied
B01585,F01926,General Medicine,General,Occupied
B01586,F00518,Cardiology,Private,Occupied
B01587,F01657,Orthopedics,Private,Occupied
B01588,F00862,General Medicine,Private,Maintenance
B01589,F00421,Dermatology,Emergency,Available
B01590,F01337,Cardiology,Emergency,Occupied
B01591,F00309,Emergency,Private,Occupied
B01592,F00814,Oncology,Private,Available
B01593,F00846,Dermatology,Emergency,Occupied
B01594,F01668,Emergency,Private,Occupied
B01595,F01826,Neurology,Emergency,Occupied
B01596,F00962,General Medicine,Private,Occupied
B01597,F01983,Orthopedics,Emergency,Occupied
B01598,F01213,Oncology,General,Occupied
B01599,F00721,Cardiology,Private,Maintenance
B01600,F01066,Neurology,Private,Occupied
B01601,F00590,Orthopedics,General,Occupied
B01602,F00320,Oncology,ICU,Occupied
B01603,F01011,Neurology,Private,Occupied
B01604,F01681,Oncology,ICU,Available
B01605,F00445,Orthopedics,General,Occupied
B01606,F01398,Pediatrics,Private,Maintenance
B01607,F00286,Pediatrics,ICU,Occupied
B01608,F00171,Pediatrics,Private,Available
B01609,F01629,Oncology,Private,Occupied
B01610,F00263,Neurology,Emergency,Available
B01611,F01993,Pediatrics,ICU,Occupied
B01612,F00942,Cardiology,Emergency,Occupied
B01613,F01559,Cardiology,Emergency,Available
B01614,F01828,Pediatrics,ICU,Available
B01615,F00142,Orthopedics,ICU,Available
B01616,F01172,Orthopedics,Emergency,Occupied
B01617,F01464,Neurology,Private,Occupied
B01618,F00628,Orthopedics,Private,Occupied
B01619,F00593,Dermatology,General,Occupied
B01620,F00416,Dermatology,Private,Available
B01621,F00025,Oncology,ICU,Occupied
B01622,F00627,Dermatology,ICU,Occupied
B01623,F00094,General Medicine,General,Available
B01624,F00305,Oncology,ICU,Available
B01625,F00185,Orthopedics,Emergency,Occupied
B01626,F00283,Oncology,General,Occupied
B01627,F01179,Cardiology,General,Maintenance
B01628,F00686,Emergency,Private,Occupied
B01629,F00863,Orthopedics,Private,Available
B01630,F00685,Dermatology,Emergency,Occupied
B01631,F00666,Neurology,Emergency,Occupied
B01632,F01038,Orthopedics,Private,Available
B01633,F00890,Dermatology,Private,Available
B01634,F00816,Neurology,Emergency,Occupied
B01635,F01664,General Medicine,Private,Occupied
B01636,F00341,Pediatrics,General,Occupied
B01637,F00604,General Medicine,Emergency,Occupied
B01638,F01807,Cardiology,Private,Available
B01639,F00734,Emergency,ICU,Available
B01640,F01497,General Medicine,ICU,Available
B01641,F00819,General Medicine,Emergency,Occupied
B01642,F01846,Cardiology,ICU,Available
B01643,F00907,Cardiology,ICU,Occupied
B01644,F01132,Pediatrics,General,Occupied
B01645,F01355,Pediatrics,Emergency,Occupied
B01646,F00540,Orthopedics,ICU,Available
B01647,F00439,Neurology,Private,Occupied
B01648,F01733,Cardiology,Emergency,Occupied
B01649,F00988,Oncology,Emergency,Occupied
B01650,F01736,General Medicine,ICU,Occupied
B01651,F00666,General Medicine,ICU,Available
B01652,F00384,Pediatrics,General,Occupied
B01653,F00582,Neurology,Private,Available
B01654,F00160,Dermatology,General,Occupied
B01655,F00432,Cardiology,General,Occupied
B01656,F01888,Pediatrics,Private,Available
B01657,F01420,Dermatology,ICU,Occupied
B01658,F01990,Neurology,General,Occupied
B01659,F01997,Cardiology,Emergency,Occupied
B01660,F00615,General Medicine,General,Occupied
B01661,F00488,General Medicine,Private,Occupied
B01662,F01772,Pediatrics,General,Occupied
B01663,F01213,Neurology,General,Occupied
B01664,F01442,General Medicine,Emergency,Occupied
B01665,F00343,Oncology,Private,Occupied
B01666,F01385,Dermatology,Emergency,Occupied
B01667,F00109,Neurology,ICU,Occupied
B01668,F00849,Pediatrics,Private,Occupied
B01669,F00301,Dermatology,General,Occupied
B01670,F01392,Dermatology,Emergency,Occupied
B01671,F01279,Orthopedics,Emergency,Occupied
B01672,F01340,Neurology,Private,Occupied
B01673,F00705,Emergency,Emergency,Occupied
B01674,F01095,Neurology,Private,Occupied
B01675,F00269,Pediatrics,ICU,Occupied
B01676,F01870,Emergency,Private,Maintenance
B01677,F01525,Orthopedics,Private,Occupied
B01678,F01233,General Medicine,ICU,Available
B01679,F00478,Cardiology,ICU,Occupied
B01680,F00176,Pediatrics,General,Occupied
B01681,F00239,Cardiology,Emergency,Occupied
B01682,F00893,Orthopedics,ICU,Occupied
B01683,F01969,Emergency,ICU,Occupied
B01684,F00610,Orthopedics,Emergency,Occupied
B01685,F00859,Oncology,Emergency,Available
B01686,F01466,Neurology,General,Occupied
B01687,F01625,Oncology,General,Occupied
B01688,F01788,Cardiology,Private,Occupied
B01689,F00492,Cardiology,General,Occupied
B01690,F00099,Orthopedics,ICU,Available
B01691,F00329,Emergency,ICU,Available
B01692,F01350,Cardiology,Emergency,Occupied
B01693,F00445,Dermatology,General,Occupied
B01694,F01690,General Medicine,Private,Occupied
B01695,F00998,Orthopedics,Private,Occupied
B01696,F00295,Neurology,Private,Maintenance
B01697,F00442,Neurology,Private,Occupied
B01698,F00795,Neurology,Emergency,Available
B01699,F01832,Cardiology,General,Available
B01700,F00891,Orthopedics,General,Occupied
B01701,F00031,Oncology,General,Occupied
B01702,F01155,Neurology,General,Available
B01703,F01752,Orthopedics,Private,Occupied
B01704,F01551,Cardiology,Private,Occupied
B01705,F00438,General Medicine,Emergency,Occupied
B01706,F01350,General Medicine,Emergency,Occupied
B01707,F01291,General Medicine,Private,Occupied
B01708,F00286,Cardiology,ICU,Occupied
B01709,F00291,Neurology,General,Available
B01710,F00368,Cardiology,Emergency,Maintenance
B01711,F00486,Oncology,Private,Occupied
B01712,F00555,Orthopedics,General,Occupied
B01713,F01981,General Medicine,General,Occupied
B01714,F00168,Orthopedics,Private,Occupied
B01715,F01885,Cardiology,ICU,Occupied
B01716,F01495,Pediatrics,ICU,Available
B01717,F01962,Pediatrics,Emergency,Occupied
B01718,F01791,Dermatology,Private,Available
B01719,F01194,Cardiology,Emergency,Available
B01720,F01911,Neurology,ICU,Occupied
B01721,F00771,Oncology,Emergency,Occupied
B01722,F01370,Emergency,Emergency,Occupied
B01723,F00078,Orthopedics,ICU,Available
B01724,F00851,Cardiology,General,Occupied
B01725,F01109,Oncology,General,Occupied
B01726,F00892,Cardiology,ICU,Available
B01727,F00661,Pediatrics,General,Occupied
B01728,F01225,General Medicine,Private,Available
B01729,F00589,General Medicine,General,Occupied
B01730,F01385,Emergency,ICU,Available
B01731,F00762,Neurology,Private,Occupied
B01732,F00565,Neurology,Emergency,Available
B01733,F00812,Emergency,ICU,Occupied
B01734,F00302,Neurology,ICU,Occupied
B01735,F00293,Dermatology,General,Occupied
B01736,F00294,Dermatology,Private,Available
B01737,F00109,Pediatrics,ICU,Occupied
B01738,F00365,Cardiology,Private,Maintenance
B01739,F00600,Neurology,Private,Occupied
B01740,F00678,Pediatrics,General,Available
B01741,F01518,Dermatology,ICU,Occupied
B01742,F01291,Orthopedics,Private,Occupied
B01743,F00093,Cardiology,Private,Available
B01744,F01709,Emergency,Emergency,Occupied
B01745,F01088,Orthopedics,General,Occupied
B01746,F00428,General Medicine,ICU,Occupied
B01747,F00638,General Medicine,Private,Occupied
B01748,F00368,Cardiology,General,Occupied
B01749,F01766,Neurology,ICU,Occupied
B01750,F00105,Cardiology,Private,Occupied
B01751,F00209,Neurology,ICU,Occupied
B01752,F01598,Emergency,ICU,Available
B01753,F01012,General Medicine,General,Occupied
B01754,F01776,Dermatology,General,Occupied
B01755,F00474,Dermatology,Emergency,Available
B01756,F01085,Cardiology,Emergency,Occupied
B01757,F01370,Cardiology,Emergency,Occupied
B01758,F00012,Emergency,Private,Occupied
B01759,F00466,Dermatology,Emergency,Available
B01760,F00649,Neurology,ICU,Occupied
B01761,F01219,General Medicine,General,Occupied
B01762,F01098,General Medicine,ICU,Occupied
B01763,F00875,Neurology,General,Occupied
B01764,F00386,Emergency,General,Available
B01765,F01160,Neurology,ICU,Available
B01766,F00884,Emergency,ICU,Available
B01767,F00555,Neurology,Private,Occupied
B01768,F01938,General Medicine,General,Available
B01769,F01460,Oncology,Emergency,Occupied
B01770,F01063,General Medicine,Private,Occupied
B01771,F01567,Cardiology,Emergency,Occupied
B01772,F00654,Oncology,Private,Available
B01773,F01344,Dermatology,General,Available
B01774,F01895,Dermatology,ICU,Occupied
B01775,F00865,Emergency,ICU,Available
B01776,F00989,General Medicine,General,Available
B01777,F01580,Emergency,ICU,Occupied
B01778,F01724,Emergency,General,Available
B01779,F00353,Orthopedics,General,Occupied
B01780,F00514,Orthopedics,General,Available
B01781,F01507,Neurology,Private,Available
B01782,F01440,Dermatology,ICU,Occupied
B01783,F00804,Emergency,Private,Available
B01784,F01847,Neurology,Emergency,Occupied
B01785,F01394,Neurology,General,Available
B01786,F00343,Cardiology,ICU,Occupied
B01787,F01983,Orthopedics,Emergency,Available
B01788,F01349,Orthopedics,General,Occupied
B01789,F01391,General Medicine,Emergency,Available
B01790,F00336,Orthopedics,Private,Occupied
B01791,F01320,General Medicine,Private,Available
B01792,F00024,Emergency,ICU,Occupied
B01793,F00885,Cardiology,Emergency,Occupied
B01794,F01466,Neurology,Emergency,Occupied
B01795,F00104,Neurology,Private,Available
B01796,F01436,Emergency,Private,Occupied
B01797,F00574,General Medicine,ICU,Occupied
B01798,F01689,Pediatrics,General,Available
B01799,F00775,Emergency,ICU,Available
B01800,F01318,General Medicine,Private,Occupied
B01801,F01991,Emergency,ICU,Occupied
B01802,F00887,Cardiology,General,Occupied
B01803,F00243,Emergency,Private,Available
B01804,F00342,Emergency,General,Available
B01805,F01878,Orthopedics,ICU,Available
B01806,F01883,General Medicine,General,Available
B01807,F00633,Cardiology,Private,Occupied
B01808,F00865,Oncology,Private,Occupied
B01809,F00173,Dermatology,General,Occupied
B01810,F01440,Neurology,ICU,Occupied
B01811,F00103,Pediatrics,ICU,Available
B01812,F00160,Pediatrics,ICU,Occupied
B01813,F01281,General Medicine,ICU,Available
B01814,F00714,Emergency,Emergency,Available
B01815,F00557,Orthopedics,Emergency,Available
B01816,F00576,Emergency,General,Occupied
B01817,F00196,General Medicine,Emergency,Occupied
B01818,F00989,Pediatrics,Emergency,Occupied
B01819,F01415,Pediatrics,Emergency,Occupied
B01820,F00934,Emergency,General,Occupied
B01821,F00070,Emergency,Emergency,Occupied
B01822,F01717,Emergency,ICU,Available
B01823,F00843,Neurology,ICU,Available
B01824,F00247,Orthopedics,General,Available
B01825,F00329,Orthopedics,General,Occupied
B01826,F00158,Dermatology,General,Available
B01827,F00918,Dermatology,Private,Available
B01828,F00698,Oncology,Emergency,Available
B01829,F00743,Pediatrics,General,Occupied
B01830,F00585,Pediatrics,General,Available
B01831,F00055,General Medicine,General,Available
B01832,F00486,General Medicine,ICU,Occupied
B01833,F01267,Dermatology,General,Occupied
B01834,F01838,Neurology,ICU,Available
B01835,F01377,Pediatrics,ICU,Available
B01836,F00410,General Medicine,Private,Available
B01837,F00960,Neurology,General,Occupied
B01838,F02000,Orthopedics,Private,Occupied
B01839,F00905,Oncology,General,Occupied
B01840,F00727,Pediatrics,Emergency,Available
B01841,F01039,Cardiology,General,Available
B01842,F00147,Pediatrics,General,Occupied
B01843,F01514,General Medicine,General,Available
B01844,F01680,Pediatrics,General,Available
B01845,F01049,Dermatology,General,Occupied
B01846,F01635,Cardiology,General,Occupied
B01847,F01715,Dermatology,Private,Occupied
B01848,F00333,Pediatrics,Emergency,Occupied
B01849,F01198,Dermatology,Private,Occupied
B01850,F01799,General Medicine,Emergency,Available
B01851,F00290,Orthopedics,Private,Available
B01852,F00570,General Medicine,Private,Occupied
B01853,F01870,Neurology,General,Occupied
B01854,F00791,Dermatology,Private,Occupied
B01855,F01943,General Medicine,Emergency,Occupied
B01856,F01169,Neurology,ICU,Available
B01857,F00909,Pediatrics,Emergency,Occupied
B01858,F01146,Neurology,Private,Occupied
B01859,F00027,Dermatology,ICU,Occupied
B01860,F01090,Emergency,General,Available
B01861,F01125,Pediatrics,ICU,Occupied
B01862,F00926,Neurology,General,Occupied
B01863,F00388,Dermatology,Emergency,Available
B01864,F01118,Dermatology,ICU,Occupied
B01865,F01091,General Medicine,ICU,Occupied
B01866,F00250,Cardiology,ICU,Available
B01867,F00142,Pediatrics,General,Available
B01868,F00267,Neurology,General,Available
B01869,F01576,Cardiology,Emergency,Occupied
B01870,F00215,Dermatology,Emergency,Occupied
B01871,F00489,Neurology,Private,Occupied
B01872,F00496,Oncology,General,Available
B01873,F00480,Neurology,Emergency,Occupied
B01874,F00643,Neurology,ICU,Occupied
B01875,F01514,General Medicine,ICU,Occupied
B01876,F00001,Neurology,ICU,Available
B01877,F01033,Cardiology,Emergency,Occupied
B01878,F01904,Emergency,ICU,Occupied
B01879,F00841,Neurology,ICU,Occupied
B01880,F00380,Emergency,General,Available
B01881,F00844,Orthopedics,General,Maintenance
B01882,F01921,Dermatology,Emergency,Occupied
B01883,F01168,Pediatrics,General,Occupied
B01884,F01886,General Medicine,Private,Occupied
B01885,F01864,Orthopedics,Emergency,Occupied
B01886,F00302,Orthopedics,Private,Occupied
B01887,F00650,Cardiology,Private,Occupied
B01888,F01441,Cardiology,Emergency,Available
B01889,F01894,Oncology,General,Occupied
B01890,F00809,Emergency,General,Available
B01891,F01203,Emergency,Emergency,Available
B01892,F01302,General Medicine,Private,Occupied
B01893,F01168,General Medicine,Emergency,Occupied
B01894,F00339,Oncology,Emergency,Available
B01895,F01483,Pediatrics,ICU,Available
B01896,F01726,Neurology,ICU,Occupied
B01897,F01973,General Medicine,Private,Occupied
B01898,F01355,General Medicine,General,Available
B01899,F01294,Emergency,ICU,Occupied
B01900,F00999,Neurology,ICU,Occupied
B01901,F01211,Pediatrics,Private,Available
B01902,F00666,Dermatology,Emergency,Available
B01903,F01196,Dermatology,ICU,Available
B01904,F00404,Cardiology,General,Occupied
B01905,F01492,Pediatrics,Private,Occupied
B01906,F00247,Neurology,ICU,Available
B01907,F01925,Cardiology,Private,Available
B01908,F01985,Cardiology,ICU,Occupied
B01909,F01547,Oncology,ICU,Maintenance
B01910,F00559,Cardiology,Private,Occupied
B01911,F00778,Pediatrics,General,Occupied
B01912,F01853,Oncology,General,Occupied
B01913,F00111,Emergency,Emergency,Available
B01914,F00988,Neurology,ICU,Available
B01915,F00813,Pediatrics,Emergency,Available
B01916,F01327,Pediatrics,Private,Occupied
B01917,F00930,Orthopedics,Emergency,Available
B01918,F00886,General Medicine,Private,Occupied
B01919,F00909,Dermatology,General,Occupied
B01920,F01497,Pediatrics,Private,Occupied
B01921,F00791,Orthopedics,Private,Occupied
B01922,F00292,Dermatology,Emergency,Occupied
B01923,F01983,Emergency,ICU,Occupied
B01924,F01276,Oncology,Emergency,Occupied
B01925,F01612,Emergency,General,Occupied
B01926,F00175,Neurology,General,Occupied
